shade_code,color_name,hex_code,L,a,b,lab_source
RAL 200 40 40,Active Turquoise,#006F72,42.13,-25.04,-9.31,hex
RAL 200 50 05,North Grey,#6A7777,48.99,-4.82,-1.65,hex
RAL 200 50 10,Eye Grey,#607B7B,49.60,-9.68,-3.20,hex
RAL 200 50 15,Nickel Ore Green,#537E7E,49.82,-14.74,-4.73,hex
RAL 200 50 20,Seafoam Green,#427F80,49.37,-19.40,-6.66,hex
RAL 200 50 25,Kandinsky Turquoise,#2D8284,49.72,-24.18,-8.56,hex
RAL 200 50 30,Caribbean Turquoise,#008486,49.76,-28.84,-9.74,hex
RAL 200 50 35,Well Blue,#00888B,51.23,-29.17,-10.46,hex
RAL 200 50 40,Industrial Blue,#00898C,51.59,-29.33,-10.50,hex
RAL 200 50 45,India Blue,#008A8E,51.98,-29.16,-11.08,hex
RAL 200 60 05,Shady Grey,#849292,59.47,-5.02,-1.72,hex
RAL 200 60 10,North Cape Grey,#7A9595,59.71,-9.44,-3.15,hex
RAL 200 60 15,Woad Indigo,#6C9898,59.81,-14.83,-4.81,hex
RAL 200 60 20,Jugendstil Turquoise,#5F9B9C,60.14,-19.15,-6.67,hex
RAL 200 60 25,Coolbox Ice Turquoise,#499C9D,59.55,-24.72,-8.21,hex
RAL 200 60 30,Aquamarine Blue,#319F9F,59.84,-29.91,-8.98,hex
RAL 200 60 35,Arctic Blue,#00A1A3,60.01,-33.47,-11.05,hex
RAL 200 60 40,Wax Crayon Blue,#00A4A6,61.05,-33.94,-11.19,hex
RAL 200 70 05,Prince Grey,#A0ADAC,69.71,-4.73,-1.05,hex
RAL 200 70 10,Calcite Blue,#94B2B2,70.42,-10.18,-3.41,hex
RAL 200 70 15,Cold Front Green,#85B3B2,69.78,-15.42,-4.46,hex
RAL 200 70 20,Kingfisher Turquoise,#7AB6B6,70.15,-19.24,-6.17,hex
RAL 200 70 25,Fresh Soft Blue,#6AB9BB,70.42,-23.72,-8.61,hex
RAL 200 80 05,China Light Green,#BCC9C7,79.95,-4.80,-0.53,hex
RAL 200 80 10,Baroque Chalk Soft Blue,#AECCCB,79.89,-10.18,-2.87,hex
RAL 200 80 15,Ice Boutique Turquoise,#A2CDCB,79.42,-14.47,-3.66,hex
RAL 200 80 20,Summer Soft Blue,#94D3D1,80.45,-20.32,-5.43,hex
RAL 200 80 25,Mountain Lake Blue,#85D4D4,80.08,-24.17,-7.67,hex
RAL 200 85 05,Raffia Light Grey,#CBD9D8,85.64,-4.88,-1.13,hex
RAL 200 85 10,Cold Air Turquoise,#C1DCDB,85.82,-9.10,-2.53,hex
RAL 200 85 15,Frosty Soft Blue,#B4E0DE,86.15,-14.60,-3.73,hex
RAL 200 85 20,Ice Crystal Blue,#A6E3E0,86.22,-19.83,-4.78,hex
RAL 200 90 05,Frosty Green,#D9E7E4,90.55,-5.20,-0.15,hex
RAL 200 90 10,Frosty White Blue,#CCE9E4,90.19,-10.44,-0.78,hex
RAL 200 93 05,Chilly White,#E5F1ED,94.18,-4.69,0.56,hex
RAL 2000,Yellow orange,#DA6E00,58.10,37.27,65.94,hex
RAL 2001,Red orange,#BA481C,45.85,43.97,47.43,hex
RAL 2002,Vermilion,#BF3922,44.41,52.29,43.64,hex
RAL 2003,Pastel orange,#F67829,64.32,43.88,61.83,hex
RAL 2004,Pure orange,#E25304,54.42,53.09,63.69,hex
RAL 2005,Luminous orange,#FF4D08,58.59,65.09,67.88,hex
RAL 2007,Luminous bright orange,#FFB200,77.94,17.15,80.94,hex
RAL 2008,Bright red orange,#EC6B22,60.31,46.22,60.46,hex
RAL 2009,Traffic orange,#DE5308,53.75,51.72,62.12,hex
RAL 2010,Signal orange,#D05D29,53.39,42.59,49.82,hex
RAL 2011,Deep orange,#E26E0F,59.31,40.59,64.58,hex
RAL 2012,Salmon orange,#D5654E,56.10,42.33,33.83,hex
RAL 2013,Pearl orange,#923E25,37.28,33.83,32.22,hex
RAL 2017,RAL orange,#FC5500,59.16,61.06,69.41,hex
RAL 210 30 10,Graphite Black Green,#32494B,29.29,-8.27,-4.05,hex
RAL 210 30 15,Mallard Blue,#214C4F,29.55,-13.85,-6.33,hex
RAL 210 30 20,Transporter Green,#004F54,29.99,-18.76,-8.97,hex
RAL 210 30 25,Deep Atlantic Blue,#004F57,30.11,-17.65,-10.71,hex
RAL 210 30 30,Kali Blue,#00505A,30.58,-17.08,-11.90,hex
RAL 210 40 10,Linen Grey,#466163,39.16,-9.42,-4.38,hex
RAL 210 40 15,China Green Blue,#3A6468,39.60,-13.47,-6.87,hex
RAL 210 40 20,Dusk Blue,#26666B,39.54,-18.43,-8.88,hex
RAL 210 40 25,Trouser Blue,#00666D,38.91,-22.12,-11.13,hex
RAL 210 40 30,Indigo Blue,#006973,40.15,-21.58,-12.91,hex
RAL 210 40 35,Cold Blue,#006C78,41.34,-21.39,-14.13,hex
RAL 210 40 38,Mary Blue,#006A77,40.64,-20.68,-14.60,hex
RAL 210 50 10,Uniform Green Grey,#5F7B7E,49.62,-9.29,-4.94,hex
RAL 210 50 15,Labradorite Green,#547D80,49.63,-13.38,-6.18,hex
RAL 210 50 20,Enamel Antique Green,#427F85,49.53,-17.98,-9.36,hex
RAL 210 50 25,Cranach Blue,#2B8288,49.80,-23.27,-10.79,hex
RAL 210 50 30,China Blue,#00838D,49.68,-26.02,-13.96,hex
RAL 210 50 35,Glacier Blue,#008691,50.80,-26.18,-14.61,hex
RAL 210 50 40,Curaçao Blue,#008894,51.55,-26.17,-15.22,hex
RAL 210 50 45,Atlantic Blue,#008997,51.98,-25.66,-16.31,hex
RAL 210 60 10,Ash Blue,#7A9598,59.80,-8.77,-4.73,hex
RAL 210 60 15,Baltic Blue,#6C969A,59.28,-13.26,-6.73,hex
RAL 210 60 20,Beach Blue,#5F9CA2,60.62,-18.11,-9.35,hex
RAL 210 60 25,Basilica Blue,#4A9FA7,60.82,-23.21,-11.97,hex
RAL 210 60 30,Danube Blue,#30A0AA,60.49,-27.22,-14.23,hex
RAL 210 60 35,Altdorf Sky Blue,#00A1AC,60.31,-30.59,-15.68,hex
RAL 210 60 40,Garish Blue,#00A4B1,61.41,-30.42,-16.82,hex
RAL 210 70 10,Storm Grey,#95B1B3,70.24,-9.11,-4.22,hex
RAL 210 70 15,Persian Blue,#89B3B6,70.13,-13.29,-6.12,hex
RAL 210 70 20,Aqua Blue,#79B6BC,70.28,-18.06,-9.29,hex
RAL 210 70 25,Maritime Soft Blue,#69B8C0,70.24,-22.16,-11.63,hex
RAL 210 70 30,Mountain Blue,#53BCC5,70.76,-27.48,-13.68,hex
RAL 210 70 35,Panorama Blue,#35BDC8,70.40,-31.65,-15.93,hex
RAL 210 80 10,Turquoise Grey,#B4CECF,80.93,-8.47,-3.44,hex
RAL 210 80 15,Dolphin Blue,#A5D1D3,80.91,-13.88,-5.72,hex
RAL 210 80 20,Aroma Blue,#96D2D6,80.42,-18.10,-8.14,hex
RAL 210 80 25,Vibrant Soft Blue,#88D6DC,81.01,-22.45,-10.54,hex
RAL 210 85 05,Siesta White,#CADADA,85.89,-5.35,-1.84,hex
RAL 210 85 10,Mint Blue,#BCE0DF,86.67,-11.92,-3.44,hex
RAL 210 85 15,Fine Blue,#B6E1E1,86.62,-13.87,-4.61,hex
RAL 210 85 20,Pale Blue,#A7E3E2,86.33,-19.10,-5.67,hex
RAL 210 90 05,Tulle Soft Blue,#D9E7E5,90.58,-5.01,-0.63,hex
RAL 210 90 10,Antarctic Blue,#CCEAE7,90.53,-10.36,-1.86,hex
RAL 210-1,,#CFC6B2,80.11,-0.23,11.15,hex
RAL 210-2,,#ECE7D2,91.52,-1.83,10.83,hex
RAL 210-3,,#E3E4D9,90.24,-2.26,5.24,hex
RAL 210-4,,#D6E6E3,90.06,-5.86,-0.37,hex
RAL 210-5,,#D8E8E0,90.64,-6.78,2.06,hex
RAL 210-6,,#D8E9D6,90.66,-9.07,7.31,hex
RAL 210-M,,#A5A99B,68.56,-4.01,6.73,hex
RAL 220 20 05,Navy Black,#263032,19.04,-3.70,-2.70,hex
RAL 220 20 10,Indigo Carmine,#1A3338,19.53,-8.02,-6.18,hex
RAL 220 20 15,Artist Blue,#01343A,19.09,-13.11,-8.29,hex
RAL 220 20 20,Natural Indigo,#003740,20.45,-12.67,-10.31,hex
RAL 220 30 05,Panda Black,#3C4748,29.25,-4.18,-2.09,hex
RAL 220 30 10,Pallasite Blue,#314A4E,29.66,-8.36,-5.44,hex
RAL 220 30 15,Hurricane Green Blue,#254D54,30.26,-11.83,-8.47,hex
RAL 220 30 20,Watercolour Blue,#084D58,29.57,-15.35,-12.15,hex
RAL 220 30 25,Coral Blue,#00515D,31.05,-16.51,-13.09,hex
RAL 220 30 30,Sandalwood Grey Blue,#005160,31.18,-15.36,-14.80,hex
RAL 220 40 05,Limousine Grey Blue,#535F62,39.42,-3.92,-3.28,hex
RAL 220 40 10,Corundum Blue,#4A6267,39.87,-7.63,-5.76,hex
RAL 220 40 15,Smock Blue,#3B646C,39.79,-12.03,-9.02,hex
RAL 220 40 20,Mordant Blue,#2A6671,39.89,-15.70,-12.00,hex
RAL 220 40 25,Cotton Indigo,#066976,40.33,-20.11,-14.46,hex
RAL 220 40 30,Fjord Blue,#006B7D,41.21,-19.05,-17.36,hex
RAL 220 40 35,Azure Green Blue,#006C81,41.70,-18.13,-19.01,hex
RAL 220 40 40,Cyan Blue,#006F86,42.90,-17.94,-20.18,hex
RAL 220 50 05,Winter Could Grey,#6E7A7C,50.32,-4.00,-2.61,hex
RAL 220 50 10,Cadet Grey,#637B80,49.95,-7.48,-5.60,hex
RAL 220 50 15,Holbein Blue Grey,#547D86,49.82,-11.79,-9.42,hex
RAL 220 50 20,Shady Blue,#42808A,50.01,-17.06,-11.57,hex
RAL 220 50 25,Fresco Blue,#30818F,49.87,-19.71,-14.78,hex
RAL 220 50 30,Craftsman Blue,#008193,49.26,-22.92,-18.12,hex
RAL 220 50 35,Marker Blue,#00869A,51.13,-23.08,-19.34,hex
RAL 220 50 40,Toy Blue,#00889F,51.96,-22.38,-20.97,hex
RAL 220 60 05,Deep Sea Grey,#879294,59.75,-3.54,-2.42,hex
RAL 220 60 10,Tile Blue,#7C959B,60.02,-7.42,-6.09,hex
RAL 220 60 15,Morning Blue,#7098A0,60.28,-11.67,-8.62,hex
RAL 220 60 20,Frost Blue,#5D9AA6,60.06,-16.49,-12.46,hex
RAL 220 60 25,Summer Turquoise Blue,#4B9CAB,60.08,-20.29,-15.34,hex
RAL 220 60 30,Fischer Blue,#32A0B1,60.77,-24.77,-17.74,hex
RAL 220 60 35,Planet Blue,#009FB3,59.93,-27.29,-20.20,hex
RAL 220 60 40,January Blue,#00A1B9,60.77,-26.27,-22.30,hex
RAL 220 70 05,Tempered Grey,#A1AEB1,70.19,-3.93,-3.09,hex
RAL 220 70 10,Mohair Soft Blue Grey,#97B2B7,70.76,-8.13,-5.64,hex
RAL 220 70 15,Kitchen Blue,#8AB5BD,70.96,-12.42,-8.73,hex
RAL 220 70 20,Culinary Blue,#7BB6C1,70.54,-16.26,-11.65,hex
RAL 220 70 25,Blouson Blue,#67B7C6,70.05,-20.51,-15.21,hex
RAL 220 70 30,Mountain Range Blue,#53B8C9,69.71,-24.34,-17.45,hex
RAL 220 70 35,Holiday Blue,#32BCD1,70.35,-28.74,-20.94,hex
RAL 220 80 05,Pastel Blue,#BCCACA,80.29,-4.75,-1.64,hex
RAL 220 80 10,Clinical Soft Blue,#B2CFD3,81.18,-8.81,-5.23,hex
RAL 220 80 20,Tourmaline Water Blue,#99D3DF,81.12,-15.67,-11.89,hex
RAL 220 80 25,Fresh Blue,#8BD6E2,81.33,-20.20,-13.25,hex
RAL 220 85 05,Transparent Blue,#CDDBDD,86.44,-4.30,-2.60,hex
RAL 220 85 10,Ice Shard Soft Blue,#C1DEE2,86.54,-8.72,-5.18,hex
RAL 220 85 15,Polar Blue,#B3E0E7,86.34,-12.99,-8.21,hex
RAL 220 90 05,Cold Soft Blue,#D9E7E6,90.60,-4.83,-1.12,hex
RAL 220 90 10,Full Moon Grey,#CFEAE9,90.78,-9.01,-2.51,hex
RAL 220-1,,#66B872,68.26,-40.03,27.98,hex
RAL 220-2,,#339A51,56.49,-45.89,29.81,hex
RAL 220-3,,#006F3C,40.73,-40.05,20.91,hex
RAL 220-4,,#7FFF7F,90.58,-60.28,50.10,hex
RAL 220-5,,#00FF00,87.73,-86.18,83.18,hex
RAL 220-6,,#008000,46.23,-51.70,49.90,hex
RAL 220-M,,#007F3E,46.35,-45.50,26.96,hex
RAL 230 20 10,Ore Bluish Black,#1C3339,19.68,-7.08,-6.62,hex
RAL 230 20 15,Firmanent Blue,#11353F,20.14,-9.06,-10.06,hex
RAL 230 20 20,Prussian Blue,#003442,19.43,-9.98,-13.23,hex
RAL 230 30 10,Galenite Blue,#374B52,30.53,-5.83,-6.68,hex
RAL 230 30 15,Berry Blue Green,#264B56,29.70,-9.72,-10.59,hex
RAL 230 30 20,Teal Dark Blue,#0F4D5C,29.87,-13.12,-14.25,hex
RAL 230 30 25,Thunderstorm Blue,#004F63,30.62,-13.02,-17.56,hex
RAL 230 40 10,Cone Green Blue,#4A6169,39.62,-6.51,-7.35,hex
RAL 230 40 15,Juniper Berry Blue,#3F626E,39.44,-9.14,-10.76,hex
RAL 230 40 20,Loon Turquoise,#2E6676,40.23,-13.25,-14.52,hex
RAL 230 40 25,Workshop Blue,#02667B,39.49,-16.90,-18.79,hex
RAL 230 40 30,Pilot Blue,#006981,40.71,-16.46,-20.54,hex
RAL 230 40 35,Ink Blue,#006B88,41.68,-14.95,-23.27,hex
RAL 230 40 40,Techno Blue,#006B8B,41.81,-13.81,-24.86,hex
RAL 230 50 10,Gravel Grey Blue,#637A82,49.72,-6.42,-7.13,hex
RAL 230 50 15,Spruce Blue,#577E89,50.40,-10.66,-10.30,hex
RAL 230 50 20,Casual Blue,#498090,50.53,-13.61,-14.27,hex
RAL 230 50 25,Forget-Me-Not Blue,#358094,49.90,-16.68,-17.65,hex
RAL 230 50 30,Zircon Blue,#00849D,50.61,-20.97,-21.88,hex
RAL 230 50 35,Lagoon Blue,#0084A0,50.73,-19.90,-23.44,hex
RAL 230 50 40,Azores Blue,#0085A7,51.34,-17.91,-26.56,hex
RAL 230 60 10,Kingfisher Grey,#7E969F,60.56,-6.40,-7.55,hex
RAL 230 60 15,Silver Fir Blue,#7196A2,59.83,-9.78,-10.43,hex
RAL 230 60 20,Pyjama Blue,#6299AA,60.14,-13.57,-14.58,hex
RAL 230 60 25,Starflower Blue,#4E9AB0,59.77,-17.13,-18.63,hex
RAL 230 60 30,Sports Blue,#399BB4,59.53,-20.24,-21.31,hex
RAL 230 60 35,Greek Blue,#009FBD,60.31,-23.89,-25.26,hex
RAL 230 60 40,Alpine Blue,#00A0C3,60.85,-22.33,-27.79,hex
RAL 230 70 10,Ice Gull Grey Blue,#9BB2BA,71.11,-6.19,-6.74,hex
RAL 230 70 15,Thistleblossom Soft Blue,#8AB3BF,70.46,-10.89,-10.58,hex
RAL 230 70 20,Tennis Blue,#7CB5C6,70.46,-14.21,-14.50,hex
RAL 230 70 25,Vintage Blue,#6FB7CC,70.60,-16.99,-17.65,hex
RAL 230 70 30,Fitness Blue,#5BB9D2,70.57,-20.71,-21.04,hex
RAL 230 80 10,Pallid Blue,#B3CDD4,80.74,-7.24,-6.41,hex
RAL 230 80 15,Alpine Morning Blue,#A6CCD8,79.76,-9.89,-10.10,hex
RAL 230 80 20,Light Blue,#9BD0E1,80.47,-13.10,-13.92,hex
RAL 230 85 05,Polar Soft Blue,#D0DCDE,86.93,-3.64,-2.37,hex
RAL 230 85 10,Washing Powder White,#C2DCE3,86.11,-7.18,-6.34,hex
RAL 230 85 15,Himalaya White Blue,#B9DEE9,86.23,-9.73,-9.39,hex
RAL 230 85 20,Atmospheric Soft Blue,#ACE1F0,86.46,-13.52,-12.82,hex
RAL 230 90 05,Brilliant White,#DAE6E5,90.39,-4.17,-0.90,hex
RAL 230-1,,#BBDB9A,83.74,-21.86,28.59,hex
RAL 230-2,,#96C86C,75.37,-32.29,40.67,hex
RAL 230-3,,#7DB344,67.29,-36.02,49.72,hex
RAL 230-4,,#5F973A,56.95,-35.24,42.25,hex
RAL 230-5,,#396938,40.01,-27.43,22.55,hex
RAL 230-6,,#365C30,35.30,-23.37,21.12,hex
RAL 230-M,,#62A74E,62.32,-39.07,38.93,hex
RAL 240 20 05,Nightshade Blue,#293135,19.74,-2.34,-3.69,hex
RAL 240 20 10,Elderberry Black,#1E323B,19.53,-5.13,-8.21,hex
RAL 240 20 15,Metal Blue,#0F3341,19.44,-7.40,-12.51,hex
RAL 240 20 20,Crowberry Blue,#003447,19.68,-7.83,-16.23,hex
RAL 240 20 22,Rich Blue,#00344A,19.84,-6.52,-18.00,hex
RAL 240 30 05,Diamond Grey,#3E474B,29.51,-2.65,-3.63,hex
RAL 240 30 10,Dirty Blue,#344953,29.71,-5.30,-8.57,hex
RAL 240 30 15,Deep Sea Blue,#2A4B5A,30.06,-7.34,-12.58,hex
RAL 240 30 20,Lasurite Blue,#174C60,29.90,-9.89,-16.74,hex
RAL 240 30 25,Work Blue,#004D67,30.12,-10.21,-20.88,hex
RAL 240 30 30,Gemstone Blue,#004F6D,31.10,-8.99,-23.14,hex
RAL 240 30 35,Captain Blue,#005171,31.98,-8.59,-24.28,hex
RAL 240 40 05,Blue Anthracite,#555E64,39.34,-2.10,-4.61,hex
RAL 240 40 10,Blackthorn Blue,#4C606B,39.52,-4.72,-8.72,hex
RAL 240 40 15,Celeste Blue,#406374,40.04,-7.66,-13.52,hex
RAL 240 40 20,Denim Blue,#2F6479,39.75,-10.88,-17.09,hex
RAL 240 40 25,Orient Blue,#156681,39.99,-13.27,-21.63,hex
RAL 240 40 30,Sailor Blue,#006687,40.00,-12.45,-25.27,hex
RAL 240 40 35,Stone Blue,#00688D,40.93,-11.29,-27.43,hex
RAL 240 40 40,Pure Light Blue,#006A93,41.87,-10.13,-29.57,hex
RAL 240 50 05,Smoky Blue,#6F787D,49.85,-2.27,-3.89,hex
RAL 240 50 10,Tool Blue,#637985,49.52,-5.11,-9.19,hex
RAL 240 50 15,Technical Blue,#587C8D,49.99,-8.15,-13.26,hex
RAL 240 50 20,Coelin Blue,#497D93,49.72,-11.03,-17.26,hex
RAL 240 50 25,Greenland Blue,#367F9A,49.85,-14.00,-21.22,hex
RAL 240 50 30,Summer Blue,#1880A1,49.74,-16.05,-25.53,hex
RAL 240 50 35,Advertising Blue,#0081A8,50.13,-15.34,-29.02,hex
RAL 240 50 40,Tusche Blue,#0082AD,50.66,-14.04,-31.08,hex
RAL 240 60 05,Carrier Pigeon Blue,#889398,60.22,-2.91,-4.00,hex
RAL 240 60 10,Bird Blue,#7B929E,59.19,-5.39,-9.04,hex
RAL 240 60 15,Architecture Blue,#7195A6,59.67,-8.22,-12.94,hex
RAL 240 60 20,Shirt Blue,#6598AF,60.17,-10.86,-17.35,hex
RAL 240 60 25,Steel Light Blue,#5599B6,59.97,-13.29,-21.68,hex
RAL 240 60 30,Fairytale Blue,#3E9ABD,59.71,-16.03,-26.09,hex
RAL 240 60 35,Princess Blue,#149CC4,59.81,-19.12,-29.95,hex
RAL 240 60 40,Clear Blue,#009FC8,60.75,-20.06,-30.74,hex
RAL 240 70 05,Laundry Blue,#A2ADB3,70.05,-2.64,-4.40,hex
RAL 240 70 10,Eye Blue,#98AFBA,70.09,-5.54,-8.28,hex
RAL 240 70 15,Bermuda Blue,#8CB1C2,70.12,-8.51,-12.73,hex
RAL 240 70 20,Sea Blue,#80B2C9,69.93,-10.76,-16.93,hex
RAL 240 70 25,Madonna Blue,#71B5D1,70.29,-14.10,-20.85,hex
RAL 240 70 30,Caribbean Blue,#5FB5D6,69.71,-16.67,-24.54,hex
RAL 240 80 05,Hazy Blue,#BCC8CC,79.82,-3.31,-3.41,hex
RAL 240 80 10,Light Topaz Soft Blue,#B5CDD7,80.96,-5.98,-7.68,hex
RAL 240 80 15,Baby Blue,#A9CDDD,80.36,-8.39,-11.86,hex
RAL 240 80 20,Crystal Blue,#9BD0E5,80.59,-12.14,-15.88,hex
RAL 240 85 05,Ice Grey,#CEDADE,86.27,-3.26,-3.35,hex
RAL 240 85 10,Air Blue,#C3DBE4,85.94,-6.14,-7.11,hex
RAL 240 85 15,Paris Blue,#B7DDED,85.95,-8.95,-11.93,hex
RAL 240 90 05,Soft Blue White,#DAE7E9,90.75,-3.94,-2.46,hex
RAL 240 90 10,Chalky Blue White,#D0EBF1,91.31,-7.62,-5.89,hex
RAL 240-1,,#DCD691,84.67,-8.17,34.87,hex
RAL 240-2,,#AAAF66,69.59,-12.91,36.76,hex
RAL 240-3,,#939755,60.78,-11.69,34.18,hex
RAL 240-4,,#7E7E42,51.55,-9.20,32.47,hex
RAL 240-5,,#5D6D3C,43.64,-14.90,25.36,hex
RAL 240-6,,#4F6D35,42.55,-21.66,27.66,hex
RAL 240-M,,#627439,46.15,-16.93,30.19,hex
RAL 250 20 20,Cosmos Blue,#003249,19.06,-5.63,-18.55,hex
RAL 250 20 25,Dark Denim Blue,#00334F,19.77,-3.63,-21.48,hex
RAL 250 30 15,Black Forest Blue,#29485A,29.02,-5.73,-14.19,hex
RAL 250 30 20,Swallow Blue,#154962,28.92,-7.58,-19.54,hex
RAL 250 30 25,Navy Dark Blue,#004C6A,29.93,-8.36,-23.07,hex
RAL 250 30 30,Pompeii Blue,#004C71,30.30,-5.45,-26.91,hex
RAL 250 40 10,Trekking Blue,#4E606D,39.73,-3.51,-9.62,hex
RAL 250 40 15,Steel Blue Grey,#436175,39.62,-5.31,-14.74,hex
RAL 250 40 20,Berry Blue,#32607A,38.64,-7.52,-19.40,hex
RAL 250 40 25,Linen Blue,#1D6383,39.28,-9.84,-23.94,hex
RAL 250 40 30,Pool Blue,#00658C,39.91,-9.91,-28.42,hex
RAL 250 40 35,Kingfisher Blue,#006491,39.84,-7.32,-31.54,hex
RAL 250 40 40,Europe Blue,#006796,41.06,-7.15,-32.63,hex
RAL 250 50 10,Metal Grey,#677986,49.83,-3.53,-9.28,hex
RAL 250 50 15,Titanium Blue,#5B798E,49.31,-5.26,-14.85,hex
RAL 250 50 20,Mallorca Blue,#517B95,49.60,-7.25,-18.59,hex
RAL 250 50 25,Linoleum Blue,#427C9D,49.50,-8.95,-23.47,hex
RAL 250 50 30,Prominent Blue,#2B7DA6,49.41,-10.50,-28.92,hex
RAL 250 50 35,Turkish Blue,#007FAE,49.78,-11.97,-33.04,hex
RAL 250 50 40,Primal Blue,#0081B5,50.73,-10.47,-35.60,hex
RAL 250 60 10,Bird Blue Grey,#7F92A0,59.53,-3.62,-9.64,hex
RAL 250 60 15,Gentle Blue,#7694A9,59.79,-5.40,-14.43,hex
RAL 250 60 20,Aragonite Blue,#6A95B1,59.65,-7.31,-19.26,hex
RAL 250 60 25,Pearl Blue,#5D96B9,59.56,-8.91,-23.97,hex
RAL 250 60 30,Topaz Blue,#4B98C0,59.67,-11.71,-27.82,hex
RAL 250 60 35,Stratos Blue,#3799C8,59.67,-12.86,-32.36,hex
RAL 250 60 40,Structural Blue,#0E9BD1,60.01,-14.23,-36.92,hex
RAL 250 70 10,Foggy Blue,#99AEBB,69.92,-4.46,-9.08,hex
RAL 250 70 15,Chalk Blue,#90B0C4,70.15,-6.30,-13.75,hex
RAL 250 70 20,Medium Blue,#85B0CC,69.75,-7.53,-18.82,hex
RAL 250 70 25,Meadow Blossom Blue,#7AB2D4,69.99,-9.45,-22.91,hex
RAL 250 70 30,Broom Butterfly Blue,#6BB3DB,69.81,-11.60,-27.08,hex
RAL 250 80 10,Light Cyan,#B6CAD7,80.23,-4.09,-8.75,hex
RAL 250 80 15,Himalaya Blue,#AECDE0,80.76,-6.21,-12.83,hex
RAL 250 80 20,Velvet Blue,#9FCAE5,79.19,-7.89,-17.96,hex
RAL 250 85 05,White Blue,#CDD6DB,85.09,-2.09,-3.51,hex
RAL 250 85 10,Washing Powder Soft Blue,#C3D8E4,85.16,-4.59,-8.27,hex
RAL 250 85 15,Diamond Soft Blue,#BCDAEC,85.45,-6.11,-12.12,hex
RAL 250 90 05,Ice White,#DAE3E7,89.68,-2.26,-2.99,hex
RAL 250-1,,#EEE6A5,90.55,-6.97,32.72,hex
RAL 250-2,,#E8DE6F,87.26,-10.84,54.97,hex
RAL 250-3,,#BFB700,72.86,-13.30,74.43,hex
RAL 250-4,,#A4A541,65.89,-13.62,50.28,hex
RAL 250-5,,#919138,58.56,-12.01,45.92,hex
RAL 250-6,,#69652C,41.99,-6.78,32.31,hex
RAL 250-M,,#AEA73B,67.24,-10.73,54.57,hex
RAL 260 20 05,Blue-Black,#24313D,19.67,-1.81,-9.32,hex
RAL 260 20 10,Nato Blue,#153043,18.71,-3.34,-14.98,hex
RAL 260 20 15,Suit Blue,#2B3036,19.61,-0.59,-4.55,hex
RAL 260 20 20,Halite Blue,#09324A,19.36,-3.96,-18.74,hex
RAL 260 30 05,Alpine Duck Grey,#40464D,29.43,-0.74,-5.03,hex
RAL 260 30 10,Bronze Blue,#3A4856,29.93,-1.77,-10.13,hex
RAL 260 30 15,Berlin Blue,#31485C,29.56,-2.82,-14.60,hex
RAL 260 30 20,French Blue,#264963,29.61,-3.97,-19.06,hex
RAL 260 30 25,Tanzanite Blue,#114A6B,29.61,-5.17,-24.20,hex
RAL 260 30 30,Opal Blue,#004C73,30.41,-4.61,-27.99,hex
RAL 260 30 35,Royal Blue,#004D7C,31.26,-1.45,-32.28,hex
RAL 260 40 05,Swedish Blue,#575D64,39.20,-0.75,-4.80,hex
RAL 260 40 10,Sheet Blue,#52616F,40.39,-2.24,-9.81,hex
RAL 260 40 15,Plum Blue,#4B6176,40.17,-2.61,-14.48,hex
RAL 260 40 20,Cadet Blue,#3D5F7C,38.95,-3.58,-20.09,hex
RAL 260 40 25,Enamel Blue,#326285,39.76,-4.96,-24.35,hex
RAL 260 40 30,Copenhagen Blue,#21638B,39.77,-6.33,-28.02,hex
RAL 260 40 35,Bauhaus Blue,#006392,39.58,-6.31,-32.57,hex
RAL 260 40 40,Navy Blue,#00659D,40.80,-3.12,-37.21,hex
RAL 260 40 45,LED Blue,#0066A3,41.45,-1.33,-39.75,hex
RAL 260 50 05,Spitsbergen Blue,#6F757D,48.99,-0.53,-5.17,hex
RAL 260 50 10,Cypress Grey Blue,#6A7786,49.47,-1.36,-9.80,hex
RAL 260 50 15,Mahonia Berry Blue,#62788E,49.47,-2.54,-14.57,hex
RAL 260 50 20,Cropper Blue,#5C7B97,50.30,-3.64,-18.62,hex
RAL 260 50 25,Biedermeier Blue,#507CA0,50.28,-4.78,-23.97,hex
RAL 260 50 30,Beijing Blue,#3E7DAA,50.21,-6.04,-29.97,hex
RAL 260 50 35,Vermeer Blue,#2B7CAF,49.52,-6.70,-33.98,hex
RAL 260 50 40,Meissen Blue,#007FB9,50.31,-7.78,-38.55,hex
RAL 260 60 05,Seal Grey,#8A9098,59.54,-0.53,-4.98,hex
RAL 260 60 10,Diopside Blue,#8391A0,59.54,-1.73,-9.60,hex
RAL 260 60 15,Nordland Blue,#7E95AB,60.67,-3.00,-14.19,hex
RAL 260 60 20,Cranberry Blue,#7494B1,59.95,-3.93,-18.74,hex
RAL 260 60 25,Lupine Blue,#6A96BA,60.27,-5.37,-23.40,hex
RAL 260 60 30,Blueberry Soft Blue,#5E96C3,60.01,-5.69,-28.92,hex
RAL 260 60 35,Brilliant Blue,#4F98CB,60.27,-7.43,-33.05,hex
RAL 260 70 05,Northern Light Grey,#A7AEB4,70.72,-1.27,-3.92,hex
RAL 260 70 10,Petrel Blue Grey,#A0AEBC,70.44,-1.96,-8.80,hex
